000035 | name00035 | 06 | 11 | 1996 | 50 | 68 | 71 | 73 | 31 | 58.60
000036 | name00036 | 24 | 10 | 1996 | 94 | 60 | 63 | 99 | 81 | 79.40
000037 | name00037 | 11 | 04 | 1996 | 73 | 13 | 68 | 90 | 95 | 67.80
000038 | name00038 | 28 | 02 | 1995 | 40 | 90 | 84 | 76 | 42 | 66.40
000039 | name00039 | 00 | 07 | 1996 | 56 | 79 | 18 | 87 | 12 | 50.40
000040 | name00040 | 16 | 04 | 1996 | 09 | 36 | 10 | 42 | 87 | 36.80
000041 | name00041 | 09 | 09 | 1996 | 72 | 21 | 55 | 19 | 99 | 53.20
000042 | name00042 | 20 | 08 | 1996 | 11 | 40 | 67 | 05 | 28 | 30.20
000043 | name00043 | 30 | 02 | 1995 | 58 | 20 | 24 | 22 | 69 | 38.60
000044 | name00044 | 30 | 01 | 1995 | 84 | 92 | 72 | 72 | 50 | 74.00
000045 | name00045 | 11 | 09 | 1995 | 99 | 40 | 42 | 98 | 13 | 58.40
000046 | name00046 | 21 | 02 | 1995 | 90 | 09 | 81 | 19 | 36 | 47.00
000047 | name00047 | 25 | 07 | 1995 | 04 | 79 | 69 | 73 | 76 | 60.20
000048 | name00048 | 14 | 07 | 1995 | 42 | 79 | 84 | 93 | 05 | 60.60
000049 | name00049 | 29 | 07 | 1995 | 13 | 61 | 54 | 26 | 59 | 42.60
000050 | name00050 | 06 | 10 | 1995 | 06 | 84 | 21 | 42 | 68 | 44.20
000051 | name00051 | 03 | 01 | 1995 | 08 | 58 | 98 | 36 | 08 | 41.60
000052 | name00052 | 07 | 08 | 1996 | 33 | 33 | 48 | 90 | 54 | 51.60
000053 | name00053 | 12 | 06 | 1995 | 29 | 00 | 46 | 88 | 97 | 52.00
000054 | name00054 | 17 | 10 | 1996 | 33 | 63 | 97 | 53 | 92 | 67.60
000055 | name00055 | 18 | 09 | 1995 | 96 | 75 | 88 | 57 | 29 | 69.00
000056 | name00056 | 11 | 00 | 1995 | 21 | 60 | 04 | 28 | 27 | 28.00
000057 | name00057 | 05 | 08 | 1995 | 02 | 94 | 97 | 99 | 43 | 67.00
000058 | name00058 | 00 | 02 | 1995 | 03 | 00 | 81 | 47 | 38 | 33.80
000059 | name00059 | 28 | 11 | 1996 | 34 | 39 | 92 | 15 | 27 | 41.40
000060 | name00060 | 06 | 05 | 1996 | 64 | 85 | 29 | 43 | 35 | 51.20
000061 | name00061 | 21 | 04 | 1995 | 71 | 49 | 89 | 67 | 88 | 72.80
000062 | name00062 | 11 | 11 | 1996 | 44 | 29 | 90 | 82 | 40 | 57.00
000063 | name00063 | 23 | 09 | 1995 | 32 | 61 | 42 | 60 | 17 | 42.40
000064 | name00064 | 07 | 05 | 1996 | 09 | 90 | 25 | 96 | 67 | 57.40
000065 | name00065 | 14 | 06 | 1995 | 26 | 24 | 57 | 14 | 68 | 37.80
000066 | name00066 | 09 | 02 | 1995 | 86 | 00 | 46 | 26 | 94 | 50.40
000067 | name00067 | 19 | 08 | 1995 | 29 | 46 | 90 | 47 | 70 | 56.40
000068 | name00068 | 23 | 00 | 1996 | 93 | 57 | 27 | 12 | 86 | 55.00
000069 | name00069 | 12 | 07 | 1995 | 90 | 12 | 79 | 10 | 69 | 52.00
000070 | name00070 | 01 | 02 | 1996 | 41 | 20 | 33 | 87 | 88 | 53.80
000071 | name00071 | 19 | 10 | 1995 | 84 | 56 | 17 | 06 | 60 | 44.60
000072 | name00072 | 24 | 05 | 1996 | 59 | 17 | 18 | 45 | 83 | 44.40
000073 | name00073 | 30 | 02 | 1996 | 37 | 89 | 83 | 07 | 78 | 58.80
000074 | name00074 | 05 | 10 | 1996 | 29 | 00 | 59 | 18 | 38 | 28.80
000075 | name00075 | 09 | 00 | 1995 | 33 | 57 | 81 | 93 | 58 | 64.40
000076 | name00076 | 04 | 07 | 1996 | 39 | 69 | 63 | 22 | 94 | 57.40
000077 | name00077 | 11 | 07 | 1996 | 62 | 82 | 90 | 92 | 91 | 83.40
000078 | name00078 | 15 | 03 | 1996 | 57 | 74 | 91 | 47 | 51 | 64.00
000079 | name00079 | 05 | 01 | 1996 | 40 | 54 | 30 | 98 | 25 | 49.40
000080 | name00080 | 22 | 04 | 1995 | 02 | 31 | 39 | 96 | 04 | 34.40
000081 | name00081 | 18 | 04 | 1995 | 21 | 70 | 62 | 12 | 79 | 48.80
000082 | name00082 | 10 | 01 | 1995 | 04 | 76 | 83 | 07 | 59 | 45.80
000083 | name00083 | 21 | 04 | 1996 | 11 | 27 | 50 | 36 | 60 | 36.80
000084 | name00084 | 11 | 05 | 1996 | 49 | 44 | 11 | 05 | 34 | 28.60
000085 | name00085 | 06 | 03 | 1996 | 14 | 89 | 68 | 93 | 18 | 56.40
000086 | name00086 | 06 | 10 | 1995 | 82 | 17 | 30 | 93 | 74 | 59.20
000087 | name00087 | 20 | 01 | 1995 | 53 | 43 | 74 | 14 | 13 | 39.40
000088 | name00088 | 10 | 05 | 1995 | 75 | 88 | 19 | 10 | 32 | 44.80
000089 | name00089 | 00 | 05 | 1995 | 35 | 37 | 91 | 53 | 43 | 51.80
000090 | name00090 | 18 | 08 | 1996 | 91 | 10 | 18 | 17 | 36 | 34.40
000091 | name00091 | 05 | 11 | 1995 | 58 | 30 | 04 | 71 | 61 | 44.80
000092 | name00092 | 21 | 09 | 1996 | 73 | 04 | 51 | 05 | 50 | 36.60
000093 | name00093 | 12 | 11 | 1996 | 06 | 95 | 39 | 49 | 20 | 41.80
000094 | name00094 | 08 | 02 | 1996 | 77 | 96 | 81 | 65 | 60 | 75.80
000095 | name00095 | 10 | 11 | 1995 | 18 | 11 | 42 | 32 | 96 | 39.80
000096 | name00096 | 17 | 09 | 1995 | 84 | 72 | 27 | 34 | 40 | 51.40
000097 | name00097 | 22 | 08 | 1995 | 30 | 63 | 47 | 50 | 30 | 44.00
000098 | name00098 | 19 | 02 | 1996 | 22 | 47 | 24 | 82 | 35 | 42.00
000099 | name00099 | 03 | 04 | 1995 | 43 | 98 | 86 | 40 | 78 | 69.00
000100 | name00100 | 01 | 02 | 1995 | 83 | 41 | 48 | 23 | 24 | 43.80
000101 | name00101 | 26 | 06 | 1995 | 35 | 21 | 57 | 65 | 47 | 45.00
000102 | name00102 | 14 | 08 | 1996 | 18 | 01 | 03 | 53 | 33 | 21.60
000103 | name00103 | 21 | 03 | 1995 | 06 | 97 | 20 | 84 | 08 | 43.00
000104 | name00104 | 28 | 10 | 1996 | 76 | 98 | 15 | 52 | 71 | 62.40
000105 | name00105 | 29 | 11 | 1995 | 10 | 16 | 24 | 09 | 39 | 19.60
000106 | name00106 | 23 | 10 | 1996 | 53 | 81 | 14 | 38 | 89 | 55.00
000107 | name00107 | 14 | 07 | 1996 | 23 | 87 | 31 | 32 | 22 | 39.00
000108 | name00108 | 07 | 03 | 1995 | 79 | 90 | 54 | 50 | 31 | 60.80
000109 | name00109 | 22 | 09 | 1995 | 81 | 81 | 03 | 20 | 33 | 43.60
000110 | name00110 | 27 | 05 | 1996 | 15 | 96 | 25 | 04 | 22 | 32.40
000111 | name00111 | 25 | 03 | 1996 | 32 | 34 | 81 | 06 | 15 | 33.60
000112 | name00112 | 25 | 08 | 1996 | 99 | 62 | 97 | 83 | 76 | 83.40
000113 | name00113 | 18 | 05 | 1996 | 87 | 32 | 82 | 21 | 66 | 57.60
000114 | name00114 | 12 | 04 | 1995 | 11 | 85 | 86 | 85 | 30 | 59.40
000115 | name00115 | 13 | 03 | 1995 | 76 | 16 | 20 | 92 | 25 | 45.80
000116 | name00116 | 10 | 07 | 1996 | 90 | 36 | 60 | 18 | 43 | 49.40
000117 | name00117 | 17 | 04 | 1995 | 21 | 10 | 55 | 88 | 25 | 39.80
000118 | name00118 | 18 | 10 | 1996 | 53 | 08 | 22 | 83 | 50 | 43.20
000119 | name00119 | 21 | 09 | 1996 | 26 | 69 | 71 | 51 | 49 | 53.20
000120 | name00120 | 23 | 00 | 1996 | 98 | 88 | 10 | 93 | 77 | 73.20
000121 | name00121 | 16 | 00 | 1996 | 52 | 31 | 87 | 77 | 99 | 69.20
000122 | name00122 | 12 | 10 | 1995 | 17 | 41 | 35 | 68 | 98 | 51.80
000123 | name00123 | 28 | 03 | 1995 | 05 | 66 | 28 | 54 | 28 | 36.20
000124 | name00124 | 09 | 05 | 1995 | 97 | 55 | 72 | 74 | 45 | 68.60
000125 | name00125 | 26 | 05 | 1996 | 83 | 12 | 27 | 82 | 21 | 45.00
000126 | name00126 | 16 | 10 | 1996 | 34 | 21 | 59 | 85 | 57 | 51.20
000127 | name00127 | 23 | 05 | 1995 | 72 | 41 | 16 | 52 | 50 | 46.20
000128 | name00128 | 10 | 02 | 1996 | 17 | 54 | 73 | 15 | 06 | 33.00
000129 | name00129 | 27 | 00 | 1995 | 63 | 91 | 72 | 37 | 37 | 60.00
000130 | name00130 | 14 | 04 | 1996 | 80 | 87 | 56 | 90 | 41 | 70.80
000131 | name00131 | 29 | 00 | 1996 | 11 | 69 | 17 | 61 | 83 | 48.20
000132 | name00132 | 23 | 08 | 1995 | 06 | 38 | 67 | 64 | 89 | 52.80
000133 | name00133 | 24 | 02 | 1995 | 75 | 79 | 41 | 12 | 38 | 49.00
000134 | name00134 | 21 | 04 | 1995 | 56 | 44 | 60 | 49 | 14 | 44.60
000135 | name00135 | 02 | 06 | 1995 | 86 | 83 | 39 | 69 | 35 | 62.40
000136 | name00136 | 04 | 01 | 1996 | 90 | 89 | 09 | 31 | 73 | 58.40
000137 | name00137 | 04 | 03 | 1995 | 95 | 77 | 13 | 33 | 98 | 63.20
000138 | name00138 | 20 | 11 | 1996 | 93 | 68 | 56 | 60 | 33 | 62.00
000139 | name00139 | 07 | 10 | 1996 | 58 | 77 | 40 | 45 | 81 | 60.20
000140 | name00140 | 27 | 02 | 1996 | 50 | 00 | 54 | 75 | 64 | 48.60
000141 | name00141 | 30 | 08 | 1996 | 19 | 89 | 44 | 69 | 38 | 51.80
000142 | name00142 | 20 | 00 | 1996 | 19 | 33 | 43 | 04 | 56 | 31.00
000143 | name00143 | 12 | 03 | 1995 | 11 | 67 | 12 | 92 | 29 | 42.20
000144 | name00144 | 00 | 08 | 1996 | 02 | 74 | 07 | 18 | 16 | 23.40
000145 | name00145 | 12 | 05 | 1996 | 72 | 73 | 57 | 62 | 25 | 57.80
000146 | name00146 | 08 | 09 | 1995 | 18 | 41 | 53 | 26 | 74 | 42.40
000147 | name00147 | 16 | 09 | 1996 | 48 | 05 | 30 | 29 | 59 | 34.20
000148 | name00148 | 11 | 04 | 1995 | 24 | 19 | 80 | 41 | 02 | 33.20
000149 | name00149 | 29 | 04 | 1995 | 83 | 89 | 40 | 08 | 23 | 48.60
000150 | name00150 | 23 | 01 | 1996 | 31 | 10 | 20 | 05 | 90 | 31.20
000151 | name00151 | 24 | 07 | 1995 | 70 | 21 | 67 | 29 | 71 | 51.60
000152 | name00152 | 00 | 03 | 1996 | 99 | 24 | 88 | 54 | 86 | 70.20
000153 | name00153 | 21 | 00 | 1996 | 10 | 73 | 30 | 33 | 63 | 41.80
000154 | name00154 | 01 | 03 | 1995 | 49 | 99 | 51 | 39 | 64 | 60.40
000155 | name00155 | 16 | 10 | 1995 | 15 | 49 | 15 | 86 | 81 | 49.20
000156 | name00156 | 13 | 02 | 1996 | 87 | 22 | 87 | 73 | 43 | 62.40
000157 | name00157 | 07 | 10 | 1995 | 44 | 24 | 39 | 59 | 63 | 45.80
000158 | name00158 | 26 | 05 | 1995 | 69 | 05 | 04 | 33 | 99 | 42.00
000159 | name00159 | 26 | 07 | 1996 | 35 | 87 | 53 | 69 | 50 | 58.80
000160 | name00160 | 21 | 10 | 1996 | 62 | 89 | 10 | 05 | 60 | 45.20
000161 | name00161 | 17 | 07 | 1996 | 29 | 03 | 16 | 92 | 21 | 32.20
000162 | name00162 | 17 | 01 | 1996 | 79 | 61 | 28 | 78 | 47 | 58.60
000163 | name00163 | 21 | 05 | 1995 | 87 | 99 | 51 | 89 | 86 | 82.40
000164 | name00164 | 01 | 02 | 1995 | 94 | 36 | 06 | 07 | 92 | 47.00
000165 | name00165 | 17 | 08 | 1996 | 20 | 80 | 66 | 94 | 54 | 62.80
000166 | name00166 | 09 | 05 | 1996 | 84 | 17 | 12 | 31 | 17 | 32.20
000167 | name00167 | 07 | 05 | 1995 | 08 | 69 | 45 | 95 | 22 | 47.80
000168 | name00168 | 11 | 11 | 1996 | 59 | 01 | 76 | 52 | 71 | 51.80
000169 | name00169 | 20 | 01 | 1996 | 72 | 91 | 89 | 27 | 66 | 69.00
000170 | name00170 | 03 | 00 | 1995 | 96 | 24 | 33 | 13 | 86 | 50.40
000171 | name00171 | 06 | 10 | 1995 | 68 | 15 | 41 | 42 | 39 | 41.00
000172 | name00172 | 17 | 03 | 1995 | 90 | 39 | 02 | 13 | 31 | 35.00
000173 | name00173 | 27 | 05 | 1995 | 71 | 46 | 83 | 38 | 25 | 52.60
000174 | name00174 | 26 | 08 | 1996 | 72 | 26 | 34 | 58 | 25 | 43.00
000175 | name00175 | 20 | 08 | 1996 | 72 | 46 | 39 | 11 | 83 | 50.20
000176 | name00176 | 03 | 01 | 1996 | 42 | 16 | 39 | 74 | 44 | 43.00
000177 | name00177 | 27 | 06 | 1996 | 94 | 13 | 57 | 19 | 60 | 48.60
000178 | name00178 | 27 | 00 | 1995 | 76 | 79 | 90 | 53 | 35 | 66.60
000179 | name00179 | 23 | 10 | 1996 | 41 | 37 | 70 | 76 | 40 | 52.80
000180 | name00180 | 19 | 05 | 1996 | 00 | 92 | 09 | 96 | 40 | 47.40
000181 | name00181 | 24 | 03 | 1996 | 04 | 73 | 06 | 64 | 23 | 34.00
000182 | name00182 | 22 | 05 | 1996 | 30 | 39 | 04 | 65 | 86 | 44.80
000183 | name00183 | 26 | 05 | 1996 | 91 | 47 | 07 | 84 | 31 | 52.00
000184 | name00184 | 10 | 03 | 1996 | 53 | 28 | 27 | 94 | 19 | 44.20
000185 | name00185 | 05 | 01 | 1996 | 68 | 87 | 39 | 43 | 38 | 55.00
000186 | name00186 | 24 | 06 | 1995 | 80 | 98 | 86 | 18 | 52 | 66.80
000187 | name00187 | 12 | 06 | 1996 | 10 | 05 | 79 | 42 | 66 | 40.40
000188 | name00188 | 26 | 09 | 1995 | 78 | 53 | 66 | 97 | 48 | 68.40
000189 | name00189 | 27 | 08 | 1995 | 86 | 12 | 59 | 77 | 00 | 46.80
000190 | name00190 | 12 | 09 | 1995 | 03 | 35 | 51 | 07 | 98 | 38.80
000191 | name00191 | 11 | 10 | 1996 | 06 | 34 | 03 | 25 | 84 | 30.40
000192 | name00192 | 00 | 09 | 1996 | 33 | 15 | 60 | 81 | 14 | 40.60
000193 | name00193 | 09 | 09 | 1995 | 97 | 08 | 29 | 49 | 13 | 39.20
000194 | name00194 | 08 | 06 | 1995 | 14 | 85 | 75 | 65 | 86 | 65.00
000195 | name00195 | 26 | 10 | 1995 | 16 | 29 | 69 | 52 | 09 | 35.00
000196 | name00196 | 26 | 07 | 1996 | 33 | 28 | 76 | 47 | 13 | 39.40
000197 | name00197 | 07 | 04 | 1995 | 86 | 29 | 63 | 00 | 08 | 37.20
000198 | name00198 | 04 | 08 | 1996 | 82 | 44 | 40 | 20 | 26 | 42.40
000199 | name00199 | 14 | 01 | 1995 | 99 | 34 | 46 | 08 | 53 | 48.00
000200 | name00200 | 17 | 07 | 1995 | 42 | 32 | 34 | 07 | 10 | 25.00
000201 | name00201 | 20 | 01 | 1995 | 15 | 84 | 96 | 24 | 82 | 60.20
000202 | name00202 | 08 | 07 | 1995 | 61 | 43 | 37 | 87 | 61 | 57.80
000203 | name00203 | 02 | 05 | 1995 | 88 | 79 | 20 | 41 | 93 | 64.20
000204 | name00204 | 20 | 00 | 1996 | 08 | 62 | 42 | 70 | 96 | 55.60
000205 | name00205 | 03 | 06 | 1996 | 00 | 15 | 87 | 34 | 32 | 33.60
000206 | name00206 | 12 | 06 | 1996 | 33 | 39 | 80 | 94 | 93 | 67.80
000207 | name00207 | 29 | 06 | 1995 | 44 | 75 | 23 | 38 | 51 | 46.20
000208 | name00208 | 15 | 01 | 1996 | 65 | 68 | 81 | 13 | 83 | 62.00
000209 | name00209 | 26 | 01 | 1996 | 14 | 64 | 69 | 46 | 07 | 40.00
000210 | name00210 | 17 | 07 | 1995 | 11 | 23 | 87 | 57 | 36 | 42.80
000211 | name00211 | 07 | 11 | 1996 | 20 | 14 | 71 | 71 | 18 | 38.80
000212 | name00212 | 01 | 02 | 1996 | 64 | 67 | 97 | 00 | 67 | 59.00
000213 | name00213 | 11 | 03 | 1996 | 90 | 57 | 32 | 49 | 29 | 51.40
000214 | name00214 | 23 | 02 | 1995 | 47 | 29 | 49 | 35 | 22 | 36.40
000215 | name00215 | 02 | 08 | 1996 | 55 | 39 | 66 | 25 | 36 | 44.20
000216 | name00216 | 06 | 04 | 1995 | 20 | 57 | 04 | 87 | 83 | 50.20
000217 | name00217 | 20 | 09 | 1995 | 97 | 05 | 27 | 78 | 28 | 47.00
000218 | name00218 | 24 | 02 | 1996 | 98 | 20 | 63 | 21 | 60 | 52.40
000219 | name00219 | 24 | 08 | 1996 | 23 | 82 | 92 | 11 | 35 | 48.60
000220 | name00220 | 07 | 11 | 1995 | 62 | 68 | 95 | 98 | 60 | 76.60
000221 | name00221 | 07 | 00 | 1996 | 73 | 03 | 87 | 54 | 73 | 58.00
000222 | name00222 | 25 | 09 | 1996 | 29 | 96 | 44 | 42 | 80 | 58.20
000223 | name00223 | 19 | 01 | 1996 | 47 | 54 | 66 | 34 | 59 | 52.00
000224 | name00224 | 17 | 10 | 1996 | 01 | 38 | 71 | 13 | 58 | 36.20
000225 | name00225 | 20 | 10 | 1995 | 55 | 61 | 90 | 80 | 71 | 71.40
000226 | name00226 | 04 | 11 | 1995 | 20 | 00 | 42 | 52 | 12 | 25.20
000227 | name00227 | 26 | 11 | 1996 | 58 | 25 | 94 | 17 | 58 | 50.40
000228 | name00228 | 05 | 10 | 1995 | 26 | 14 | 73 | 37 | 65 | 43.00
000229 | name00229 | 06 | 09 | 1995 | 09 | 63 | 00 | 32 | 86 | 38.00
000230 | name00230 | 06 | 01 | 1995 | 56 | 27 | 10 | 68 | 31 | 38.40
000231 | name00231 | 01 | 00 | 1996 | 46 | 74 | 58 | 05 | 10 | 38.60
000232 | name00232 | 11 | 09 | 1996 | 67 | 90 | 26 | 32 | 38 | 50.60
000233 | name00233 | 12 | 09 | 1995 | 62 | 57 | 32 | 48 | 61 | 52.00
000234 | name00234 | 25 | 07 | 1996 | 97 | 69 | 38 | 28 | 39 | 54.20
000235 | name00235 | 06 | 02 | 1996 | 92 | 80 | 42 | 54 | 33 | 60.20
000236 | name00236 | 26 | 11 | 1995 | 50 | 21 | 85 | 88 | 20 | 52.80
000237 | name00237 | 07 | 08 | 1995 | 47 | 25 | 83 | 61 | 94 | 62.00
000238 | name00238 | 24 | 10 | 1996 | 63 | 20 | 20 | 54 | 38 | 39.00
000239 | name00239 | 26 | 04 | 1995 | 22 | 34 | 85 | 08 | 94 | 48.60
000240 | name00240 | 00 | 00 | 1995 | 02 | 45 | 84 | 22 | 87 | 48.00
000241 | name00241 | 25 | 01 | 1996 | 02 | 92 | 48 | 96 | 86 | 64.80
000242 | name00242 | 28 | 08 | 1996 | 51 | 12 | 56 | 89 | 54 | 52.40
000243 | name00243 | 07 | 04 | 1995 | 82 | 57 | 88 | 76 | 37 | 68.00
000244 | name00244 | 05 | 04 | 1996 | 94 | 05 | 14 | 82 | 82 | 55.40
000245 | name00245 | 28 | 05 | 1995 | 15 | 17 | 84 | 53 | 99 | 53.60
000246 | name00246 | 06 | 02 | 1995 | 36 | 10 | 92 | 42 | 58 | 47.60
000247 | name00247 | 19 | 11 | 1996 | 21 | 11 | 69 | 10 | 60 | 34.20
000248 | name00248 | 25 | 06 | 1996 | 47 | 16 | 89 | 81 | 39 | 54.40
000249 | name00249 | 10 | 05 | 1995 | 75 | 01 | 11 | 74 | 78 | 47.80
000250 | name00250 | 26 | 01 | 1995 | 76 | 69 | 61 | 34 | 33 | 54.60
000251 | name00251 | 02 | 11 | 1995 | 99 | 97 | 16 | 60 | 39 | 62.20
000252 | name00252 | 13 | 11 | 1995 | 86 | 08 | 67 | 77 | 66 | 60.80
000253 | name00253 | 00 | 07 | 1996 | 37 | 46 | 19 | 67 | 12 | 36.20
000254 | name00254 | 13 | 02 | 1995 | 17 | 95 | 74 | 50 | 31 | 53.40
000255 | name00255 | 05 | 08 | 1995 | 51 | 25 | 42 | 90 | 47 | 51.00
000256 | name00256 | 26 | 00 | 1995 | 69 | 95 | 63 | 35 | 31 | 58.60
000257 | name00257 | 10 | 00 | 1995 | 97 | 00 | 88 | 61 | 96 | 68.40
000258 | name00258 | 17 | 01 | 1995 | 69 | 28 | 16 | 52 | 82 | 49.40
000259 | name00259 | 13 | 02 | 1996 | 02 | 77 | 23 | 49 | 90 | 48.20
000260 | name00260 | 04 | 03 | 1995 | 46 | 99 | 47 | 29 | 02 | 44.60
000261 | name00261 | 14 | 05 | 1996 | 28 | 89 | 13 | 76 | 63 | 53.80
000262 | name00262 | 12 | 10 | 1995 | 94 | 59 | 36 | 76 | 84 | 69.80
000263 | name00263 | 05 | 09 | 1995 | 00 | 84 | 39 | 90 | 35 | 49.60
000264 | name00264 | 09 | 02 | 1996 | 26 | 50 | 62 | 28 | 78 | 48.80
000265 | name00265 | 05 | 11 | 1995 | 53 | 44 | 34 | 69 | 11 | 42.20
000266 | name00266 | 28 | 01 | 1996 | 36 | 42 | 34 | 72 | 65 | 49.80
000267 | name00267 | 00 | 06 | 1996 | 32 | 49 | 07 | 67 | 76 | 46.20
000268 | name00268 | 21 | 01 | 1995 | 60 | 63 | 82 | 38 | 27 | 54.00
000269 | name00269 | 22 | 08 | 1996 | 58 | 30 | 54 | 69 | 07 | 43.60
000270 | name00270 | 01 | 03 | 1996 | 01 | 13 | 67 | 18 | 60 | 31.80
000271 | name00271 | 05 | 07 | 1995 | 31 | 43 | 12 | 07 | 53 | 29.20
000272 | name00272 | 09 | 02 | 1996 | 28 | 96 | 51 | 56 | 10 | 48.20
000273 | name00273 | 19 | 09 | 1996 | 81 | 95 | 90 | 89 | 54 | 81.80
000274 | name00274 | 16 | 08 | 1995 | 82 | 04 | 26 | 95 | 33 | 48.00
000275 | name00275 | 00 | 03 | 1995 | 57 | 51 | 24 | 10 | 64 | 41.20
000276 | name00276 | 24 | 03 | 1996 | 34 | 26 | 01 | 45 | 25 | 26.20
000277 | name00277 | 29 | 02 | 1995 | 89 | 56 | 47 | 95 | 26 | 62.60
000278 | name00278 | 02 | 03 | 1995 | 40 | 82 | 55 | 73 | 48 | 59.60
000279 | name00279 | 16 | 02 | 1996 | 46 | 66 | 67 | 63 | 04 | 49.20
000280 | name00280 | 12 | 00 | 1995 | 68 | 61 | 35 | 93 | 55 | 62.40
000281 | name00281 | 08 | 03 | 1995 | 10 | 51 | 91 | 88 | 35 | 55.00
000282 | name00282 | 00 | 04 | 1996 | 81 | 56 | 00 | 29 | 51 | 43.40
000283 | name00283 | 24 | 06 | 1996 | 60 | 01 | 64 | 64 | 43 | 46.40
000284 | name00284 | 06 | 07 | 1996 | 33 | 42 | 56 | 40 | 96 | 53.40
000285 | name00285 | 28 | 08 | 1995 | 10 | 28 | 46 | 97 | 75 | 51.20
000286 | name00286 | 13 | 08 | 1995 | 50 | 25 | 85 | 53 | 19 | 46.40
000287 | name00287 | 28 | 11 | 1995 | 24 | 19 | 96 | 67 | 44 | 50.00
000288 | name00288 | 04 | 02 | 1996 | 46 | 86 | 70 | 94 | 45 | 68.20
000289 | name00289 | 20 | 08 | 1995 | 86 | 98 | 05 | 13 | 44 | 49.20
000290 | name00290 | 12 | 09 | 1996 | 07 | 58 | 00 | 78 | 29 | 34.40
000291 | name00291 | 20 | 02 | 1996 | 79 | 07 | 72 | 75 | 10 | 48.60
000292 | name00292 | 08 | 00 | 1995 | 40 | 26 | 02 | 86 | 85 | 47.80
000293 | name00293 | 06 | 06 | 1996 | 04 | 51 | 37 | 01 | 33 | 25.20
000294 | name00294 | 19 | 04 | 1995 | 69 | 00 | 71 | 50 | 08 | 39.60
000295 | name00295 | 04 | 00 | 1996 | 88 | 28 | 62 | 51 | 83 | 62.40
000296 | name00296 | 29 | 07 | 1996 | 45 | 14 | 61 | 82 | 72 | 54.80
000297 | name00297 | 27 | 09 | 1996 | 11 | 94 | 30 | 44 | 57 | 47.20
